200215 134232.690|CONFIG|Thread-4|setFileHandlers|Now logging to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/logs directory.
200215 135826.375|INFO|Thread-17|info|handlePacket start Packet[UPDATE_SETTING] #21 SERVER0 @ site 1 -> ADMINISTRATOR1 @ site 1
200215 135826.375|INFO|Thread-17|dumpPacket|Packet UPDATE_SETTING (Seq #21, o#7 ) handlePacket
200215 135826.375|INFO|Thread-17|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 135826.376|INFO|Thread-17|dumpPacket|    To: ADMINISTRATOR1 @ site 1
200215 135826.376|INFO|Thread-17|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account administrator1
200215 135826.409|INFO|Thread-18|info| receiveObject(S) start got Packet[UPDATE_SETTING] #21 SERVER0 @ site 1 -> ADMINISTRATOR1 @ site 1
200215 135826.410|INFO|Thread-18|dumpPacket|Packet UPDATE_SETTING (Seq #21, o#7 ) recieveObject
200215 135826.410|INFO|Thread-18|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 135826.410|INFO|Thread-18|dumpPacket|    To: ADMINISTRATOR1 @ site 1
200215 135826.410|INFO|Thread-18|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account administrator1
200215 135826.410|INFO|Thread-18|info|handlePacket start Packet[UPDATE_SETTING] #21 SERVER0 @ site 1 -> ADMINISTRATOR1 @ site 1
200215 135826.411|INFO|Thread-18|dumpPacket|Packet UPDATE_SETTING (Seq #21, o#7 ) handlePacket
200215 135826.411|INFO|Thread-18|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 135826.411|INFO|Thread-18|dumpPacket|    To: ADMINISTRATOR1 @ site 1
200215 135826.411|INFO|Thread-18|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account administrator1
200215 135826.453|INFO|Thread-17|info|handlePacket end Packet[UPDATE_SETTING] #21 SERVER0 @ site 1 -> ADMINISTRATOR1 @ site 1
200215 135826.453|INFO|Thread-17|info| receiveObject(S) end   got Packet[UPDATE_SETTING] #21 SERVER0 @ site 1 -> ADMINISTRATOR1 @ site 1
200215 135826.462|INFO|Thread-18|info|handlePacket end Packet[UPDATE_SETTING] #21 SERVER0 @ site 1 -> ADMINISTRATOR1 @ site 1
200215 135826.462|INFO|Thread-18|info| receiveObject(S) end   got Packet[UPDATE_SETTING] #21 SERVER0 @ site 1 -> ADMINISTRATOR1 @ site 1
200215 135832.400|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[UPDATE_SETTING] #8 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
200215 135832.402|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[UPDATE_SETTING] #8 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
200215 135832.542|INFO|Thread-20|info| receiveObject(S) start got Packet[UPDATE_SETTING] #22 SERVER0 @ site 1 -> SCOREBOARD1 @ site 1
200215 135832.543|INFO|Thread-20|dumpPacket|Packet UPDATE_SETTING (Seq #22, o#8 ) recieveObject
200215 135832.544|INFO|Thread-20|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 135832.544|INFO|Thread-20|dumpPacket|    To: SCOREBOARD1 @ site 1
200215 135832.544|INFO|Thread-20|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account scoreboard1
200215 135832.544|INFO|Thread-20|info|handlePacket start Packet[UPDATE_SETTING] #22 SERVER0 @ site 1 -> SCOREBOARD1 @ site 1
200215 135832.544|INFO|Thread-20|dumpPacket|Packet UPDATE_SETTING (Seq #22, o#8 ) handlePacket
200215 135832.545|INFO|Thread-20|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 135832.546|INFO|Thread-20|dumpPacket|    To: SCOREBOARD1 @ site 1
200215 135832.546|INFO|Thread-20|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account scoreboard1
200215 135832.613|INFO|Thread-20|info|handlePacket end Packet[UPDATE_SETTING] #22 SERVER0 @ site 1 -> SCOREBOARD1 @ site 1
200215 135832.614|INFO|Thread-20|info| receiveObject(S) end   got Packet[UPDATE_SETTING] #22 SERVER0 @ site 1 -> SCOREBOARD1 @ site 1
200215 141622.621|INFO|Thread-21|info| receiveObject(S) start got Packet[ESTABLISHED_CONNECTION] #23 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 141622.623|INFO|Thread-21|dumpPacket|Packet ESTABLISHED_CONNECTION (Seq #23, o#23 ) recieveObject
200215 141622.623|INFO|Thread-21|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 141622.623|INFO|Thread-21|dumpPacket|    To: SERVER0 @ site 0
200215 141622.623|INFO|Thread-21|dumpPacket|   key: CONNECTION_HANDLE_ID is: edu.csus.ecs.pc2.core.transport.ConnectionHandlerID Socket[addr=/192.168.1.17,port=50398,localport=50002]--4474628347764011208
200215 141622.624|INFO|Thread-21|info|handlePacket start Packet[ESTABLISHED_CONNECTION] #23 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 141622.624|INFO|Thread-21|dumpPacket|Packet ESTABLISHED_CONNECTION (Seq #23, o#23 ) handlePacket
200215 141622.624|INFO|Thread-21|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 141622.624|INFO|Thread-21|dumpPacket|    To: SERVER0 @ site 0
200215 141622.624|INFO|Thread-21|dumpPacket|   key: CONNECTION_HANDLE_ID is: edu.csus.ecs.pc2.core.transport.ConnectionHandlerID Socket[addr=/192.168.1.17,port=50398,localport=50002]--4474628347764011208
200215 141622.626|INFO|Thread-21|info| receiveObject(S) end   got Packet[ESTABLISHED_CONNECTION] #23 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 141625.344|INFO|Thread-22|info| receiveObject(S) start got Packet[ESTABLISHED_CONNECTION] #24 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 141625.344|INFO|Thread-22|dumpPacket|Packet ESTABLISHED_CONNECTION (Seq #24, o#24 ) recieveObject
200215 141625.344|INFO|Thread-22|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 141625.345|INFO|Thread-22|dumpPacket|    To: SERVER0 @ site 0
200215 141625.345|INFO|Thread-22|dumpPacket|   key: CONNECTION_HANDLE_ID is: edu.csus.ecs.pc2.core.transport.ConnectionHandlerID Socket[addr=/192.168.1.2,port=52442,localport=50002]--6388874600574485635
200215 141625.346|INFO|Thread-22|info|handlePacket start Packet[ESTABLISHED_CONNECTION] #24 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 141625.346|INFO|Thread-22|dumpPacket|Packet ESTABLISHED_CONNECTION (Seq #24, o#24 ) handlePacket
200215 141625.346|INFO|Thread-22|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 141625.346|INFO|Thread-22|dumpPacket|    To: SERVER0 @ site 0
200215 141625.346|INFO|Thread-22|dumpPacket|   key: CONNECTION_HANDLE_ID is: edu.csus.ecs.pc2.core.transport.ConnectionHandlerID Socket[addr=/192.168.1.2,port=52442,localport=50002]--6388874600574485635
200215 141625.346|INFO|Thread-22|info| receiveObject(S) end   got Packet[ESTABLISHED_CONNECTION] #24 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 141647.989|INFO|Thread-23|info| receiveObject(S) start got Packet[LOGIN] #26 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 141647.989|INFO|Thread-23|dumpPacket|Packet LOGIN (Seq #26, o#26 ) recieveObject
200215 141647.989|INFO|Thread-23|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 141647.990|INFO|Thread-23|dumpPacket|    To: SERVER0 @ site 0
200215 141647.990|INFO|Thread-23|dumpPacket|   key: CLIENT_SETTINGS is: edu.csus.ecs.pc2.core.model.ClientSettings edu.csus.ecs.pc2.core.model.ClientSettings@1ae390bd
200215 141647.990|INFO|Thread-23|dumpPacket|   key: CONNECTION_HANDLE_ID is: edu.csus.ecs.pc2.core.transport.ConnectionHandlerID Socket[addr=/192.168.1.2,port=52442,localport=50002]--6388874600574485635
200215 141647.990|INFO|Thread-23|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId TEAM11 @ site 1
200215 141647.993|INFO|Thread-23|info|handlePacket start Packet[LOGIN] #26 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 141647.993|INFO|Thread-23|dumpPacket|Packet LOGIN (Seq #26, o#26 ) handlePacket
200215 141647.994|INFO|Thread-23|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 141647.994|INFO|Thread-23|dumpPacket|    To: SERVER0 @ site 0
200215 141647.994|INFO|Thread-23|dumpPacket|   key: CLIENT_SETTINGS is: edu.csus.ecs.pc2.core.model.ClientSettings edu.csus.ecs.pc2.core.model.ClientSettings@1ae390bd
200215 141647.994|INFO|Thread-23|dumpPacket|   key: CONNECTION_HANDLE_ID is: edu.csus.ecs.pc2.core.transport.ConnectionHandlerID Socket[addr=/192.168.1.2,port=52442,localport=50002]--6388874600574485635
200215 141647.994|INFO|Thread-23|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId TEAM11 @ site 1
200215 141648.066|INFO|Thread-23|info|handlePacket end Packet[LOGIN] #26 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 141648.066|INFO|Thread-23|info| receiveObject(S) end   got Packet[LOGIN] #26 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 141727.216|INFO|Thread-24|info| receiveObject(S) start got Packet[LOGIN] #28 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 141727.217|INFO|Thread-24|dumpPacket|Packet LOGIN (Seq #28, o#28 ) recieveObject
200215 141727.217|INFO|Thread-24|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 141727.217|INFO|Thread-24|dumpPacket|    To: SERVER0 @ site 0
200215 141727.218|INFO|Thread-24|dumpPacket|   key: CLIENT_SETTINGS is: edu.csus.ecs.pc2.core.model.ClientSettings edu.csus.ecs.pc2.core.model.ClientSettings@4079aa98
200215 141727.218|INFO|Thread-24|dumpPacket|   key: CONNECTION_HANDLE_ID is: edu.csus.ecs.pc2.core.transport.ConnectionHandlerID Socket[addr=/192.168.1.17,port=50398,localport=50002]--4474628347764011208
200215 141727.218|INFO|Thread-24|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId TEAM7 @ site 1
200215 141727.219|INFO|Thread-24|info|handlePacket start Packet[LOGIN] #28 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 141727.219|INFO|Thread-24|dumpPacket|Packet LOGIN (Seq #28, o#28 ) handlePacket
200215 141727.219|INFO|Thread-24|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 141727.219|INFO|Thread-24|dumpPacket|    To: SERVER0 @ site 0
200215 141727.219|INFO|Thread-24|dumpPacket|   key: CLIENT_SETTINGS is: edu.csus.ecs.pc2.core.model.ClientSettings edu.csus.ecs.pc2.core.model.ClientSettings@4079aa98
200215 141727.219|INFO|Thread-24|dumpPacket|   key: CONNECTION_HANDLE_ID is: edu.csus.ecs.pc2.core.transport.ConnectionHandlerID Socket[addr=/192.168.1.17,port=50398,localport=50002]--4474628347764011208
200215 141727.220|INFO|Thread-24|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId TEAM7 @ site 1
200215 141727.220|INFO|Thread-24|info|handlePacket end Packet[LOGIN] #28 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 141727.220|INFO|Thread-24|info| receiveObject(S) end   got Packet[LOGIN] #28 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 141956.166|INFO|Thread-25|info| receiveObject(S) start got Packet[ESTABLISHED_CONNECTION] #29 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 141956.166|INFO|Thread-25|dumpPacket|Packet ESTABLISHED_CONNECTION (Seq #29, o#29 ) recieveObject
200215 141956.166|INFO|Thread-25|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 141956.167|INFO|Thread-25|dumpPacket|    To: SERVER0 @ site 0
200215 141956.167|INFO|Thread-25|dumpPacket|   key: CONNECTION_HANDLE_ID is: edu.csus.ecs.pc2.core.transport.ConnectionHandlerID Socket[addr=/192.168.1.14,port=11362,localport=50002]-8398286161554254772
200215 141956.167|INFO|Thread-25|info|handlePacket start Packet[ESTABLISHED_CONNECTION] #29 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 141956.167|INFO|Thread-25|dumpPacket|Packet ESTABLISHED_CONNECTION (Seq #29, o#29 ) handlePacket
200215 141956.167|INFO|Thread-25|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 141956.167|INFO|Thread-25|dumpPacket|    To: SERVER0 @ site 0
200215 141956.167|INFO|Thread-25|dumpPacket|   key: CONNECTION_HANDLE_ID is: edu.csus.ecs.pc2.core.transport.ConnectionHandlerID Socket[addr=/192.168.1.14,port=11362,localport=50002]-8398286161554254772
200215 141956.168|INFO|Thread-25|info| receiveObject(S) end   got Packet[ESTABLISHED_CONNECTION] #29 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 141956.420|INFO|Thread-26|info| receiveObject(S) start got Packet[ESTABLISHED_CONNECTION] #30 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 141956.420|INFO|Thread-26|dumpPacket|Packet ESTABLISHED_CONNECTION (Seq #30, o#30 ) recieveObject
200215 141956.421|INFO|Thread-26|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 141956.421|INFO|Thread-26|dumpPacket|    To: SERVER0 @ site 0
