200215 134232.950|CONFIG|Thread-3|setFileHandlers|Now logging to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/logs directory.
200215 135750.383|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/index.html succeeded.
200215 135750.443|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/fullnums.html succeeded.
200215 135750.501|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/sumtime.html succeeded.
200215 135750.536|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/iScoreBoard.php succeeded.
200215 135750.565|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/sumatt.html succeeded.
200215 135756.328|INFO|Thread-5|info| receiveObject(S) start got Packet[UPDATE_SETTING] #13 SERVER0 @ site 1 -> JUDGE2 @ site 1
200215 135756.328|INFO|Thread-5|dumpPacket|Packet UPDATE_SETTING (Seq #13, o#3 ) recieveObject
200215 135756.328|INFO|Thread-5|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 135756.329|INFO|Thread-5|dumpPacket|    To: JUDGE2 @ site 1
200215 135756.329|INFO|Thread-5|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account judge2
200215 135756.329|INFO|Thread-5|info|handlePacket start Packet[UPDATE_SETTING] #13 SERVER0 @ site 1 -> JUDGE2 @ site 1
200215 135756.329|INFO|Thread-5|dumpPacket|Packet UPDATE_SETTING (Seq #13, o#3 ) handlePacket
200215 135756.329|INFO|Thread-5|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 135756.330|INFO|Thread-5|dumpPacket|    To: JUDGE2 @ site 1
200215 135756.330|INFO|Thread-5|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account judge2
200215 135756.330|INFO|Thread-5|info|handlePacket end Packet[UPDATE_SETTING] #13 SERVER0 @ site 1 -> JUDGE2 @ site 1
200215 135756.330|INFO|Thread-5|info| receiveObject(S) end   got Packet[UPDATE_SETTING] #13 SERVER0 @ site 1 -> JUDGE2 @ site 1
200215 135756.373|FINE|AWT-EventQueue-0|generateOutput|Sending output to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html
200215 135756.400|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/pc2export.dat succeeded.
200215 135756.467|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/full.html succeeded.
200215 135756.540|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/summary.html succeeded.
200215 135756.645|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/index.html succeeded.
200215 135756.691|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/fullnums.html succeeded.
200215 135756.749|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/sumtime.html succeeded.
200215 135756.789|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/iScoreBoard.php succeeded.
200215 135756.835|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/sumatt.html succeeded.
200215 135803.712|INFO|Thread-6|info| receiveObject(S) start got Packet[UPDATE_SETTING] #15 SERVER0 @ site 1 -> JUDGE3 @ site 1
200215 135803.712|INFO|Thread-6|dumpPacket|Packet UPDATE_SETTING (Seq #15, o#4 ) recieveObject
200215 135803.712|INFO|Thread-6|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 135803.713|INFO|Thread-6|dumpPacket|    To: JUDGE3 @ site 1
200215 135803.713|INFO|Thread-6|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account judge3
200215 135803.713|INFO|Thread-6|info|handlePacket start Packet[UPDATE_SETTING] #15 SERVER0 @ site 1 -> JUDGE3 @ site 1
200215 135803.713|INFO|Thread-6|dumpPacket|Packet UPDATE_SETTING (Seq #15, o#4 ) handlePacket
200215 135803.713|INFO|Thread-6|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 135803.714|INFO|Thread-6|dumpPacket|    To: JUDGE3 @ site 1
200215 135803.714|INFO|Thread-6|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account judge3
200215 135803.714|INFO|Thread-6|info|handlePacket end Packet[UPDATE_SETTING] #15 SERVER0 @ site 1 -> JUDGE3 @ site 1
200215 135803.714|INFO|Thread-6|info| receiveObject(S) end   got Packet[UPDATE_SETTING] #15 SERVER0 @ site 1 -> JUDGE3 @ site 1
200215 135803.795|FINE|AWT-EventQueue-0|generateOutput|Sending output to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html
200215 135803.836|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/pc2export.dat succeeded.
200215 135803.867|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/full.html succeeded.
200215 135803.985|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/summary.html succeeded.
200215 135804.069|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/index.html succeeded.
200215 135804.083|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/fullnums.html succeeded.
200215 135804.169|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/sumtime.html succeeded.
200215 135804.193|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/iScoreBoard.php succeeded.
200215 135804.226|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/sumatt.html succeeded.
200215 135813.197|INFO|Thread-7|info| receiveObject(S) start got Packet[UPDATE_SETTING] #17 SERVER0 @ site 1 -> JUDGE4 @ site 1
200215 135813.198|INFO|Thread-7|dumpPacket|Packet UPDATE_SETTING (Seq #17, o#5 ) recieveObject
200215 135813.198|INFO|Thread-7|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 135813.198|INFO|Thread-7|dumpPacket|    To: JUDGE4 @ site 1
200215 135813.198|INFO|Thread-7|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account judge4
200215 135813.199|INFO|Thread-7|info|handlePacket start Packet[UPDATE_SETTING] #17 SERVER0 @ site 1 -> JUDGE4 @ site 1
200215 135813.199|INFO|Thread-7|dumpPacket|Packet UPDATE_SETTING (Seq #17, o#5 ) handlePacket
200215 135813.199|INFO|Thread-7|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 135813.199|INFO|Thread-7|dumpPacket|    To: JUDGE4 @ site 1
200215 135813.199|INFO|Thread-7|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account judge4
200215 135813.200|INFO|Thread-7|info|handlePacket end Packet[UPDATE_SETTING] #17 SERVER0 @ site 1 -> JUDGE4 @ site 1
200215 135813.200|INFO|Thread-7|info| receiveObject(S) end   got Packet[UPDATE_SETTING] #17 SERVER0 @ site 1 -> JUDGE4 @ site 1
200215 135813.266|FINE|AWT-EventQueue-0|generateOutput|Sending output to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html
200215 135813.283|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/pc2export.dat succeeded.
200215 135813.314|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/full.html succeeded.
200215 135813.361|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/summary.html succeeded.
200215 135813.427|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/index.html succeeded.
200215 135813.477|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/fullnums.html succeeded.
200215 135813.560|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/sumtime.html succeeded.
200215 135813.580|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/iScoreBoard.php succeeded.
200215 135813.601|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/sumatt.html succeeded.
200215 135819.349|INFO|Thread-8|info| receiveObject(S) start got Packet[UPDATE_SETTING] #19 SERVER0 @ site 1 -> JUDGE5 @ site 1
200215 135819.350|INFO|Thread-8|dumpPacket|Packet UPDATE_SETTING (Seq #19, o#6 ) recieveObject
200215 135819.351|INFO|Thread-8|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 135819.351|INFO|Thread-8|dumpPacket|    To: JUDGE5 @ site 1
200215 135819.351|INFO|Thread-8|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account judge5
200215 135819.351|INFO|Thread-8|info|handlePacket start Packet[UPDATE_SETTING] #19 SERVER0 @ site 1 -> JUDGE5 @ site 1
200215 135819.351|INFO|Thread-8|dumpPacket|Packet UPDATE_SETTING (Seq #19, o#6 ) handlePacket
200215 135819.351|INFO|Thread-8|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 135819.352|INFO|Thread-8|dumpPacket|    To: JUDGE5 @ site 1
200215 135819.352|INFO|Thread-8|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account judge5
200215 135819.352|INFO|Thread-8|info|handlePacket end Packet[UPDATE_SETTING] #19 SERVER0 @ site 1 -> JUDGE5 @ site 1
200215 135819.352|INFO|Thread-8|info| receiveObject(S) end   got Packet[UPDATE_SETTING] #19 SERVER0 @ site 1 -> JUDGE5 @ site 1
200215 135819.393|FINE|AWT-EventQueue-0|generateOutput|Sending output to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html
200215 135819.419|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/pc2export.dat succeeded.
200215 135819.431|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/full.html succeeded.
200215 135819.490|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/summary.html succeeded.
200215 135819.611|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/index.html succeeded.
200215 135819.623|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/fullnums.html succeeded.
200215 135819.649|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/sumtime.html succeeded.
200215 135819.708|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/iScoreBoard.php succeeded.
200215 135819.724|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/sumatt.html succeeded.
200215 135826.420|INFO|Thread-9|info| receiveObject(S) start got Packet[UPDATE_SETTING] #21 SERVER0 @ site 1 -> ADMINISTRATOR1 @ site 1
200215 135826.421|INFO|Thread-9|dumpPacket|Packet UPDATE_SETTING (Seq #21, o#7 ) recieveObject
200215 135826.422|INFO|Thread-9|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 135826.422|INFO|Thread-9|dumpPacket|    To: ADMINISTRATOR1 @ site 1
200215 135826.422|INFO|Thread-9|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account administrator1
200215 135826.422|INFO|Thread-9|info|handlePacket start Packet[UPDATE_SETTING] #21 SERVER0 @ site 1 -> ADMINISTRATOR1 @ site 1
200215 135826.422|INFO|Thread-9|dumpPacket|Packet UPDATE_SETTING (Seq #21, o#7 ) handlePacket
200215 135826.422|INFO|Thread-9|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 135826.422|INFO|Thread-9|dumpPacket|    To: ADMINISTRATOR1 @ site 1
200215 135826.423|INFO|Thread-9|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account administrator1
200215 135826.423|INFO|Thread-9|info|handlePacket end Packet[UPDATE_SETTING] #21 SERVER0 @ site 1 -> ADMINISTRATOR1 @ site 1
200215 135826.423|INFO|Thread-9|info| receiveObject(S) end   got Packet[UPDATE_SETTING] #21 SERVER0 @ site 1 -> ADMINISTRATOR1 @ site 1
200215 135826.456|FINE|AWT-EventQueue-0|generateOutput|Sending output to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html
200215 135826.472|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/pc2export.dat succeeded.
200215 135826.493|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/full.html succeeded.
200215 135826.530|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/summary.html succeeded.
200215 135826.558|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/index.html succeeded.
200215 135826.575|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/fullnums.html succeeded.
200215 135826.650|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/sumtime.html succeeded.
200215 135826.680|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/iScoreBoard.php succeeded.
200215 135826.724|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/sumatt.html succeeded.
200215 135832.424|INFO|Thread-10|info| receiveObject(S) start got Packet[UPDATE_SETTING] #22 SERVER0 @ site 1 -> SCOREBOARD1 @ site 1
200215 135832.426|INFO|Thread-10|dumpPacket|Packet UPDATE_SETTING (Seq #22, o#8 ) recieveObject
200215 135832.426|INFO|Thread-10|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 135832.427|INFO|Thread-10|dumpPacket|    To: SCOREBOARD1 @ site 1
200215 135832.427|INFO|Thread-10|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account scoreboard1
200215 135832.428|INFO|Thread-10|info|handlePacket start Packet[UPDATE_SETTING] #22 SERVER0 @ site 1 -> SCOREBOARD1 @ site 1
200215 135832.429|INFO|Thread-10|dumpPacket|Packet UPDATE_SETTING (Seq #22, o#8 ) handlePacket
200215 135832.429|INFO|Thread-10|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 135832.430|INFO|Thread-10|dumpPacket|    To: SCOREBOARD1 @ site 1
200215 135832.430|INFO|Thread-10|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account scoreboard1
200215 135832.434|INFO|Thread-10|info|handlePacket end Packet[UPDATE_SETTING] #22 SERVER0 @ site 1 -> SCOREBOARD1 @ site 1
200215 135832.434|INFO|Thread-10|info| receiveObject(S) end   got Packet[UPDATE_SETTING] #22 SERVER0 @ site 1 -> SCOREBOARD1 @ site 1
200215 135832.462|FINE|AWT-EventQueue-0|generateOutput|Sending output to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html
200215 135832.487|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/pc2export.dat succeeded.
200215 135832.505|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/full.html succeeded.
200215 135832.538|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/summary.html succeeded.
200215 135832.566|INFO|Thread-11|info| receiveObject(S) start got Packet[UPDATE_SETTING] #22 SERVER0 @ site 1 -> SCOREBOARD1 @ site 1
200215 135832.567|INFO|Thread-11|dumpPacket|Packet UPDATE_SETTING (Seq #22, o#8 ) recieveObject
200215 135832.567|INFO|Thread-11|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 135832.567|INFO|Thread-11|dumpPacket|    To: SCOREBOARD1 @ site 1
200215 135832.567|INFO|Thread-11|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account scoreboard1
200215 135832.567|INFO|Thread-11|info|handlePacket start Packet[UPDATE_SETTING] #22 SERVER0 @ site 1 -> SCOREBOARD1 @ site 1
200215 135832.568|INFO|Thread-11|dumpPacket|Packet UPDATE_SETTING (Seq #22, o#8 ) handlePacket
200215 135832.568|INFO|Thread-11|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 135832.568|INFO|Thread-11|dumpPacket|    To: SCOREBOARD1 @ site 1
200215 135832.568|INFO|Thread-11|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account scoreboard1
200215 135832.568|INFO|Thread-11|info|handlePacket end Packet[UPDATE_SETTING] #22 SERVER0 @ site 1 -> SCOREBOARD1 @ site 1
200215 135832.568|INFO|Thread-11|info| receiveObject(S) end   got Packet[UPDATE_SETTING] #22 SERVER0 @ site 1 -> SCOREBOARD1 @ site 1
200215 135832.621|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/index.html succeeded.
200215 135832.678|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/fullnums.html succeeded.
200215 135832.718|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/sumtime.html succeeded.
200215 135832.827|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/iScoreBoard.php succeeded.
200215 135832.856|DEBUG|AWT-EventQueue-0|generateOutput|rename to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/html/sumatt.html succeeded.
200215 150001.717|INFO|Thread-12|info| receiveObject(S) start got Packet[CLOCK_STARTED] #93 SERVER0 @ site 1 -> SERVER0 @ site 0
200215 150001.718|INFO|Thread-12|dumpPacket|Packet CLOCK_STARTED (Seq #93, o#93 ) recieveObject
200215 150001.719|INFO|Thread-12|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 150001.719|INFO|Thread-12|dumpPacket|    To: SERVER0 @ site 0
200215 150001.719|INFO|Thread-12|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId ADMINISTRATOR1 @ site 1
